speaker,date,title,text,url
Joe Biden,"March 28, 2022",Statement on the Fiscal Year 2023 Budget,"Budgets are statements of values, and the budget I am releasing today sends a clear message that we value fiscal responsibility, safety and security at home and around the world, and the investments needed to continue our equitable growth and build a better America.
My administration is on track to reduce the Federal deficit by more than $1.3 trillion this year, cutting in half the deficit from the last year of the previous administration and delivering the largest 1-year reduction in the deficit in U.S. history. That's the direct result of my administration's strategy to get the pandemic under control and grow the economy from the bottom up and the middle out. We spent less money than the last administration and got better results: strong economic growth, which has increased revenues and allowed us to responsibly scale back emergency spending. My budget will continue that progress, further reducing the deficit by continuing to support the economic growth that has increased revenues and ensuring that billionaires and large corporations pay their fair share.
At the same time, my budget will make investments in securing our Nation and building a better America. We will secure our communities by putting more police on the street to engage in accountable community policing, hiring the agents needed to help fight gun crime, and investing in crime prevention and community violence intervention.
I'm calling for one of the largest investments in our national security in history, with the funds needed to ensure that our military remains the best prepared, best trained, best equipped military in the world. In addition, I'm calling for continued investment to forcefully respond to Putin's aggression against Ukraine with U.S. support for Ukraine's economic, humanitarian, and security needs.
My budget also makes the investments needed to reduce costs for families and make progress on my unity agenda, including investments to cut the costs of child care and health care, help families pay for other essentials, end cancer as we know it, support our veterans, and get all Americans the mental health services they need.
All told, it is a budget that includes historic deficit reduction, historic investments in our security at home and abroad, and an unprecedented commitment to building an economy where everyone has a chance to succeed.",https://www.presidency.ucsb.edu/documents/statement-the-fiscal-year-2023-budget
Joe Biden,"March 29, 2022",Joint Statement by President Biden and Prime Minister Lee Hsien Loong of Singapore,"President Joseph R. Biden, Jr. is honored to welcome Prime Minister of the Republic of Singapore Lee Hsien Loong to Washington, D.C. The U.S.-Singapore strategic partnership is anchored in our shared respect for the rules-based international order, adherence to international law, and the principles enshrined in the United Nations Charter—including respect for sovereignty, the peaceful resolution of disputes, cooperation among nations, and fundamental human rights. These principles have underpinned decades of unprecedented peace and stability as well as economic and social development, in the Indo-Pacific region and around the world.
The United States and Singapore recognize that threats to the UN Charter and rules-based international order anywhere, including Russia's unprovoked attack on Ukraine, place peace and prosperity everywhere at risk. The war in Ukraine has a negative impact on the Indo-Pacific region, which already faces many complex challenges. Taken together, the opportunities and challenges of the 21st century demand deeper cooperation between us.
The leaders welcome the enduring strength of the bilateral strategic partnership, marked by Singapore's unique status as a Major Security Cooperation Partner, by the 5,400 U.S. companies that call Singapore home, by the countries' close people-to-people ties, and by the series of high-level bilateral visits during the first year of the Biden-Harris Administration. The leaders resolve to further expand bilateral cooperation, taking bold new steps to drive broad-based economic growth and innovation, raise infrastructure standards in the region, address the climate crisis, promote health security, increase supply chain resilience, improve cybersecurity, ensure the long-term sustainability of outer space activities, and more. As we strengthen our partnership, we will promote a world in which all nations, large and small, can stand together as equals to tackle the most pressing challenges of our era and deliver for our people.
Upholding the Rules-Based International Order 
President Biden reiterates the sustained and growing commitment of the United States to its allies and partners in the Indo-Pacific region, as described in the Indo-Pacific Strategy of the United States. President Biden and Prime Minister Lee reaffirm their strong support for ASEAN Centrality and the ASEAN-centered regional architecture. Prime Minister Lee welcomes President Biden's invitation to ASEAN leaders for a historic ASEAN-U.S. Special Summit in Washington, D.C. The leaders highlight the success of the U.S.-Singapore Third Country Training Program, which has received more than 1700 officials from across ASEAN. The United States seeks cooperation with all partners who share our objectives in the Indo-Pacific region, and to that end, we welcome the Quad's support for ASEAN Centrality, deeper economic integration, addressing of regional challenges, and promotion of an open, inclusive, stable and secure Indo-Pacific region and a rules-based order. We also welcome the enhanced engagement of European and regional partners in Southeast Asia and the broader Indo-Pacific region.
The United States and Singapore emphasize our unwavering commitment to the principles of sovereignty, independence, and territorial integrity, and condemn Russia's unprovoked invasion of Ukraine, which clearly violates international law, including the United Nations Charter. The United States and Singapore recognize the need to preserve a world in which borders cannot be changed by force and state-to-state relations are guided by international law. Given the unprovoked attack on Ukraine, many countries across the Atlantic and the Pacific, including the United States and Singapore, have imposed their own financial sanctions and export controls against Russian entities. The United States and Singapore will ensure the effective implementation of their respective measures. The United States and Singapore are deeply concerned about the deteriorating humanitarian crisis in and around Ukraine, and call on all parties to allow safe and unfettered passage of civilians, facilitate unhindered access to humanitarian assistance for those in need in Ukraine, protect civilians, and respect human rights.
Amid global security challenges, the United States and Singapore continue to build on our partnership to pursue our shared interests. The leaders reaffirm a shared commitment to the goal of the complete denuclearization and the establishment of a permanent peace on the Korean Peninsula. Both leaders call on the DPRK to engage in serious and sustained diplomacy and emphasize the importance of full implementation of relevant United Nations Security Council resolutions. The leaders underscore the importance of peace and stability in the Indo-Pacific region and encourage the peaceful resolution of disputes. President Biden and Prime Minister Lee also reflected on the close counterterrorism partnership shared by the United States and Singapore, and Singapore's support of the United States relocation efforts related to Afghanistan last year.
In the maritime domain, the United States and Singapore reaffirm the right of freedom of navigation and overflight and other lawful uses of the seas accorded by international law, including the 1982 United Nations Convention on the Law of the Sea (UNCLOS). We reaffirm the need to pursue peaceful resolution of disputes in accordance with international law, including UNCLOS, which sets out the legal framework within which all activities in the oceans and seas must be carried out. We respect states' ability to conserve, sustainably develop, and effectively manage their maritime natural resources in accordance with international law, including UNCLOS. We reaffirm that all concerned parties must abide by the 2002 Declaration on the Conduct of Parties in the South China Sea, and reiterate our support for ASEAN-led efforts to develop an effective and substantive Code of Conduct for the South China Sea that upholds the legitimate rights and interests of all parties and is consistent with UNCLOS. We also affirm the importance of acting consistently with the relevant Standards and Recommended Practices of the International Civil Aviation Organization, and the relevant instruments and conventions of the International Maritime Organization.
The United States and Singapore share deep concerns about the situation in Myanmar and the challenges it poses to regional stability. We continue to call for an end to violence against civilians in Myanmar, the release of all political detainees, including State Counsellor Aung San Suu Kyi, President Win Myint and foreign detainees; unhindered humanitarian access; and for Myanmar to return to its path of democratic transition. We appreciate the constructive role played by Singapore and ASEAN in facilitating a peaceful solution in the interest of the people of Myanmar, and we call for the Myanmar military regime to urgently implement the ASEAN Five Point Consensus. We are concerned the crisis has reversed years of economic progress in Myanmar and increased the risk of illicit finance.
Driving Inclusive Prosperity and Addressing Emerging Challenges 
President Biden and Prime Minister Lee underscore their shared commitment to promoting broad-based economic growth in the United States, in Singapore, and throughout the region. They reaffirm the close collaboration between the United States and Singapore on developing an Indo-Pacific economic framework with regional partners that will expand cooperation on trade, supply chains, clean energy, decarbonization, infrastructure, tax, and anti-corruption. They welcome Thailand's leadership as host of Asia-Pacific Economic Cooperation (APEC) in 2022, and look forward to the United States hosting APEC in 2023. The leaders reviewed ongoing efforts to facilitate regional trade and increase supply chain resilience and looked forward to the implementation of the U.S.-ASEAN Economic Futures initiative.
The leaders also look forward to expanding economic cooperation under the U.S.-Singapore Partnership for Growth and Innovation (PGI), which aims to secure inclusive growth for our economies and regions in new and forward-looking areas: digital economy, energy and environmental technology, advanced manufacturing, and health services. New initiatives announced under the PGI include the development of interoperable ethical Artificial Intelligence governance frameworks, and plans for a U.S. business development mission to Singapore to facilitate new business opportunities and strengthen partnerships in advanced manufacturing.
President Biden and Prime Minister Lee commit to deepening cooperation between the United States and Singapore on high quality infrastructure development in the region. To that end, the United States and Singapore renewed and expanded the MOU to deepen cooperation on infrastructure development to cover new collaborations in green and sustainable infrastructure projects in the region that address social and economic needs and promote inclusive, private sector-led growth.
The climate crisis poses an existential threat to the world. Recognizing the need to enhance ambition in this decisive decade, the United States has put forward an ambitious target to achieve a 50-52 percent reduction from 2005 levels in economy-wide net greenhouse gas pollution in 2030 and to reach net-zero greenhouse gas emissions by no later than 2050, and Singapore has announced it will raise its climate ambition to achieve net-zero emissions by or around mid-century, and will be making a formal revision to both its Nationally Determined Contribution and Long-Term Low-Emissions Development Strategy (LEDS) later this year after consulting closely with key stakeholders. We commit to strengthening the U.S.-Singapore Climate Partnership, and we look forward to working with other countries to implement the Paris Agreement. President Biden and Prime Minister Lee recognize that decarbonizing the shipping sector is essential to transitioning to a clean energy economy and they commit to working together to advance green shipping, including by establishing alternative bunkering infrastructure for the provision of low- and zero-carbon fuels at our ports.
The United States and Singapore highlight their shared commitment to bolstering global health security and building back better from the COVID-19 pandemic, and preparing for further pandemics and other shocks to health systems. We must work with allies and partners to strengthen and finance vaccine readiness and accelerate efforts to control COVID-19 globally, for example by working with global health organizations such as the World Health Organization, GAVI, the Vaccine Alliance, and the Coalition for Epidemic Preparedness Innovations.
The United States and Singapore affirm the importance of ensuring that critical and emerging technologies foster an open, accessible, and secure technology ecosystem, based on mutual trust, confidence, and respect for a rules-based international order. To this end, we commit to increasing resiliency in our technology supply chains, and developing robust approaches to data governance and security, seeking consistency and interoperability where feasible. We also plan to explore R&D and other collaborations, including through the PGI, in order to progress towards affordable, resilient, secure and interoperable advanced high-speed wireless communications (""NextG"") in the Indo-Pacific region.
The United States and Singapore maintain a strong and growing partnership on cybersecurity. We seek global adherence to the UN framework of responsible state behavior in cyberspace and pledge to deepen our cooperation on combating cyber threats, promoting resilience, and securing our critical infrastructure, amongst other issues. We welcome the establishment of the United States-Singapore Cyber Dialogue to cement our cross institutional linkages to jointly tackle cybersecurity issues. We will continue to jointly lead critical efforts in the International Counter Ransomware Initiative to tackle the surge in ransomware attacks worldwide.
The United States and Singapore believe in the importance of creating a safe, stable, secure, and sustainable space environment that facilitates space exploration, science, and commercial activities that benefit all of humanity. President Biden welcomes Singapore's commitment to the Artemis Accords. President Biden and Prime Minister Lee also welcome the convening of a United States-Singapore Space Dialogue.
Today's challenges all demand closer cooperation between us. For many decades the United States and Singapore have worked together to overcome the challenges of the day, and we will continue to do so, with determination and resolve. Together, we are deepening our strategic partnership to seize opportunities and address emerging threats. We are defending and strengthening the rules-based international order that has long supported global security and prosperity, and will continue to do so long into the future.",https://www.presidency.ucsb.edu/documents/joint-statement-president-biden-and-prime-minister-lee-hsien-loong-singapore
Joe Biden,"April 05, 2022","Joint Statement by President Biden, Prime Minister Scott Morrison of Australia, and Prime Minister Boris Johnson of the United Kingdom on the Australia-United Kingdom-United States (AUKUS) Partnership on Weapons Development and Defense Cooperation","Today, the leaders of the Australia-UK-US (AUKUS) partnership—Prime Minister Scott Morrison of Australia, Prime Minister Boris Johnson of the United Kingdom, and President Joseph R. Biden, Jr. of the United States—assessed progress under AUKUS.
We reaffirmed our commitment to AUKUS and to a free and open Indo-Pacific. In light of Russia's unprovoked, unjustified, and unlawful invasion of Ukraine, we reiterated our unwavering commitment to an international system that respects human rights, the rule of law, and the peaceful resolution of disputes free from coercion.
We are pleased with the progress in our trilateral program for Australia to establish a conventionally armed, nuclear powered submarine capability. We are fully committed to establishing a robust approach to sharing naval propulsion technology with Australia that strengthens the global non-proliferation regime.
We also committed today to commence new trilateral cooperation on hypersonics and counter-hypersonics, and electronic warfare capabilities, as well as to expand information sharing and to deepen cooperation on defense innovation. These initiatives will add to our existing efforts to deepen cooperation on cyber capabilities, artificial intelligence, quantum technologies, and additional undersea capabilities. As our work progresses on these and other critical defense and security capabilities, we will seek opportunities to engage allies and close partners.",https://www.presidency.ucsb.edu/documents/joint-statement-president-biden-prime-minister-scott-morrison-australia-and-prime-0
Joe Biden,"April 07, 2022",Statement on the United Nations Vote Suspending Russia From the Human Rights Council,"I applaud the overwhelming vote today in the General Assembly of the United Nations to kick Russia off the U.N. Human Rights Council. This is a meaningful step by the international community further demonstrating how Putin's war has made Russia an international pariah.
The United States worked closely with our allies and partners around the world to drive this vote because Russia is committing gross and systemic violations of human rights. Russian forces are committing war crimes. Russia has no place on the Human Rights Council. After today's historic vote, Russia will not be able to participate in the Council's work or spread its disinformation there as the Council's Commission of Inquiry investigates Russia's violations and abuses of human rights in Ukraine.
The images we are seeing out of Bucha and other areas of Ukraine as Russian troops withdraw are horrifying. The signs of people being raped, tortured, executed—in some cases having their bodies desecrated—are an outrage to our common humanity. Russia's lies are no match for the undeniable evidence of what is happening in Ukraine. That's why nations in every region condemn Russia's unprovoked and brutal aggression against Ukraine and support the brave people of Ukraine in their fight for freedom. And we will continue to work with responsible nations around the world to gather evidence to hold Russia accountable for the atrocities being committed, increase the pressure on Russia's economy, and isolate Russia on the international stage.",https://www.presidency.ucsb.edu/documents/statement-the-united-nations-vote-suspending-russia-from-the-human-rights-council
Joe Biden,"April 08, 2022",Statement on Delivery of Air Defense Systems to Ukraine,"Since the outset of my administration, the United States has placed the highest priority on delivering critical military capabilities to Ukraine so it can defend itself against Russian aggression. The entire world has now witnessed the effectiveness of those weapons, as courageous Ukrainian forces have used them to repel the Russian attack on Kyiv, keep the skies of Ukraine contested, and deliver severe blows to the Russian military.
In addition to U.S.-produced weapons, we have also worked to facilitate the transfer of capabilities from our allies and partners around the world. I want to thank the Slovakian Government for providing an S-300 air defense system to Ukraine, something President Zelenskyy has personally raised with me in our conversations. To enable this transfer and ensure the continued security of Slovakia, the United States will reposition a U.S. Patriot missile system to Slovakia.
Now is no time for complacency. The Russian military may have failed in its objective of capturing Kyiv, but it continues to inflict horrific acts of brutality on the Ukrainian people. As the Russian military repositions for the next phase of this war, I have directed my administration to continue to spare no effort to identify and provide to the Ukrainian military the advanced weapons capabilities it needs to defend its country.",https://www.presidency.ucsb.edu/documents/statement-delivery-air-defense-systems-ukraine
Joe Biden,"April 13, 2022",Statement on the President's Call With President Volodymyr Zelenskyy of Ukraine and Additional Security Assistance to Ukraine,"I just spoke with President Zelenskyy and shared with him that my administration is authorizing an additional $800 million in weapons, ammunition, and other security assistance to Ukraine. The Ukrainian military has used the weapons we are providing to devastating effect. As Russia prepares to intensify its attack in the Donbas region, the United States will continue to provide Ukraine with the capabilities to defend itself.
This new package of assistance will contain many of the highly effective weapons systems we have already provided and new capabilities tailored to the wider assault we expect Russia to launch in eastern Ukraine. These new capabilities include artillery systems, artillery rounds, and armored personnel carriers. I have also approved the transfer of additional helicopters. In addition, we continue to facilitate the transfer of significant capabilities from our allies and partners around the world.
The steady supply of weapons the United States and its allies and partners have provided to Ukraine has been critical in sustaining its fight against the Russian invasion. It has helped ensure that Putin failed in his initial war aims to conquer and control Ukraine. We cannot rest now. As I assured President Zelenskyy, the American people will continue to stand with the brave Ukrainian people in their fight for freedom.",https://www.presidency.ucsb.edu/documents/statement-the-presidents-call-with-president-volodymyr-zelenskyy-ukraine-and-additional
Joe Biden,"April 15, 2022",Statement on the Observance of Passover,"Tonight Jewish communities in the United States, Israel, and around the world will celebrate Passover, a holiday whose ancient story has inspired humanity for millennia.
For many, this will mark the first time in three years that families and friends will be able to gather around the Seder table, a testament to the lifesaving miracle of modern medicine and the progress we've made to address an unforgiving pandemic.
Together again, we will commemorate the Exodus of the enslaved Israelites from Egypt. And we will retell a timeless story about that most human quest for freedom: redemption, faith, hope, and ultimately, deliverance; a story that has brought solace and a sense of promise to Jewish communities throughout their history as they endured acts of persecution, pogroms, and even genocide; and one that inspired and empowered oppressed peoples everywhere who, even in their deepest despair, sensed that their own liberation was not beyond reach.
This Passover, we hold in our hearts the people of Ukraine and those around the world whose heroic stand against tyranny inspires us all. The enduring spirit of this holiday continues to teach us that with faith, the driest desert can be crossed, the mightiest sea can be split, and hope never stops marching towards the promised land.
To all those celebrating this Festival of Freedom, Jill and I wish you and your loved ones a happy Passover. Chag Sameach!",https://www.presidency.ucsb.edu/documents/statement-the-observance-passover-4
Joe Biden,"April 28, 2022",Statement on the National Economy,"The American economy—powered by working families—continues to be resilient in the face of historic challenges. Last quarter, consumer spending, business investment, and residential investment increased at strong rates. The number of Americans on unemployment insurance remains at the lowest level since 1970. Later this morning I will meet with small-business owners who are creating and growing their businesses at a historic rate. While last quarter's growth estimate was affected by technical factors, the United States confronts the challenges of COVID-19 around the world, Putin's unprovoked invasion of Ukraine, and global inflation from a position of strength.
We need to keep making progress: cutting costs for working families, making more in America, and creating good-paying jobs you can raise a middleclass family on. Congressional Republicans, led by Senator Scott, believe the way to fight these global challenges is by raising taxes on middle class families, including half of small-business owners. I have a different approach. Congress should send to my desk a bipartisan innovation bill to bolster our supply chains and make more in America. And Congress needs to pass legislation to lower costs and lower the deficit, reducing families' prescription drug and utility bills and restoring fairness to our Tax Code, without raising taxes on anyone making less than $400,000 per year. That's how we grow our economy and strengthen the middle class.",https://www.presidency.ucsb.edu/documents/statement-the-national-economy-22
Joe Biden,"May 03, 2022",Statement on World Press Freedom Day,"We live in perilous times for press freedom. At least eleven journalists have been killed in Ukraine in recent weeks. Another 11 have been wounded by gunfire. Others have been kidnapped and assaulted, and at least one remains missing. In Russia, the Kremlin has tightened its vice grip on civil society, including through passage of a ""disinformation"" law intended to silence those speaking the truth. Facing the choice of repression and censorship or the threat of retribution, Russian journalists, and other members of the media have made the difficult choice to flee their country.
This is the price media workers and their families are paying to tell us the story of Putin's unjust and brutal war in Ukraine. And it is the price paid around the world by journalists who have dedicated their lives to keep the world informed and share the truth.
Journalists cover war, expose corruption, document environmental damage, lift up the marginalized, champion our communities, and hold the powerful to account. And for this, too often, they are killed, jailed, raped, threatened, and harassed. Women journalists, long a minority in the newsroom, are disproportionately targeted, on- and offline, in these attacks.
In the United States, national and local media are covering a once-in-a-century pandemic, a generational reckoning on race, and the existential threat of climate change.
The free press is not the enemy of the people. Quite the opposite, when driven by a quest to illuminate and educate, not inflame or entertain, the free press is the guardian of truth.
Over the past 5 years, UNESCO estimates that 85 percent of the world's population have experienced a decline in press freedom. That's why, at the first Summit for Democracy last December, I announced a series of new initiatives—from new programs to protect journalists from spurious lawsuits, to seed funding for the International Fund for Public Interest Media, to expanded support for at-risk reporters—that elevate a renewed commitment by the United States to champion fact-based reporting and independent media globally. Foreign governments, civil society, and the private sector also have an important roles to play in sustaining this vital work, and the United States stands ready to be a partner in all these efforts.
Collectively, we can and must do more to protect and sustain independent media, and to hold to account those that seek to silence voices essential to transparent, trustworthy, and responsive governance.
On this World Press Freedom Day, I honor the courage and sacrifice of journalists around the world, and commend all those who strive to inform, educate, and enlighten. The work of free and independent media matters now more than ever.",https://www.presidency.ucsb.edu/documents/statement-world-press-freedom-day-7
Joe Biden,"May 06, 2022",Statement on Additional United States Security Assistance to Ukraine,"Today the United States is continuing our strong support for the brave people of Ukraine as they defend their country against Russia's ongoing aggression. I am announcing another package of security assistance that will provide additional artillery munitions, radars, and other equipment to Ukraine.
The United States has provided a historic amount of security assistance to Ukraine at rapid speed. We are sending the weapons and equipment that Congress has authorized directly to the frontlines of freedom in Ukraine. U.S. support, together with the contributions of our allies and partners, has been critical in helping Ukraine win the battle of Kyiv and hinder Putin's war aims in Ukraine.
With today's announcement, my administration has nearly exhausted funding that can be used to send security assistance through drawdown authorities for Ukraine. For Ukraine to succeed in this next phase of war its international partners, including the U.S., must continue to demonstrate our unity and our resolve to keep the weapons and ammunition flowing to Ukraine, without interruption. Congress should quickly provide the requested funding to strengthen Ukraine on the battlefield and at the negotiating table.",https://www.presidency.ucsb.edu/documents/statement-additional-united-states-security-assistance-ukraine
Joe Biden,"May 06, 2022",Statement on the Bureau of Labor Statistics Report on the Employment Situation in April,"Today we learned that the economy created 428,000 jobs in April, bringing the total number of jobs created since I took office to 8.3 million: record-setting job creation in my first 15 months in office. Our plans and policies have produced the strongest job-creation economy in modern times. The unemployment rate now stands at 3.6 percent, the fastest decline in unemployment to start a President's term ever recorded. There have been only 3 months in the last 50 years where the unemployment rate in America is lower than it is now. This is a direct result of the American Rescue Plan, our COVID vaccination program, and my plan to grow our economy from the bottom up and middle out. When I took office, there were around 20 million people relying on unemployment benefits to feed their families; today, that number is around 1 million, the lowest since 1970. We are building an economy that values the dignity of work.
There's no question that inflation and high prices are a challenge for families across the country, and fighting inflation is a top priority for me. The continued strength of our job market and the savings that families have built up over the last year means that our economy faces the challenges of COVID-19, Putin's unprovoked invasion of Ukraine, and global inflation from a position of strength. There's more work to do. I encourage congressional Republicans to join us in our efforts to lower prices for families across the country, by making more in America, strengthening our supply chains, and cutting the energy and prescription drug costs.",https://www.presidency.ucsb.edu/documents/statement-the-bureau-labor-statistics-report-the-employment-situation-april
Joe Biden,"May 08, 2022",Joint Statement—Group of Seven (G-7) Nations Leaders' Statement,"1. Today, on 8 May, we, the Leaders of the Group of Seven (G7), alongside Ukraine and the wider global community, commemorate the end of the Second World War in Europe and the liberation from fascism and the National Socialist reign of terror, which caused immeasurable destruction, unspeakable horrors and human suffering. We mourn the millions of victims and offer our respect, especially to all those who paid the ultimate price to defeat the National Socialist regime, including the western Allies and the Soviet Union.
2. Seventy-seven years later, President Putin and his regime now chose to invade Ukraine in an unprovoked war of aggression against a sovereign country. His actions bring shame on Russia and the historic sacrifices of its people. Through its invasion of and actions in Ukraine since 2014, Russia has violated the international rules-based order, particularly the UN Charter, conceived after the Second World War to spare successive generations from the scourge of war.
3. Today, we were honoured to be joined by Ukraine's President Volodymyr Zelenskyy. We assured him of our full solidarity and support for Ukraine's courageous defence of its sovereignty and territorial integrity, and its fight for a peaceful, prosperous and democratic future within its internationally recognised borders, with the liberties and freedoms that so many of us enjoy today.
4. President Zelenskyy underlined the strong resolve of Ukraine to protect its sovereignty and territorial integrity. He stated that Ukraine's ultimate aim is to ensure full withdrawal of Russia's military forces and equipment from the entire territory of Ukraine and to secure its ability to protect itself in the future and thanked G7 members for their support. In this regard, Ukraine emphasised that it relies on its international partners, in particular on G7 members, in providing necessary assistance in the domain of defense capabilities, as well as with a view to ensuring a swift and effective recovery of Ukraine's economy and to securing its economic and energy security. Ukraine has entered into discussions with international partners on security mechanisms for a viable post-war peace settlement. Ukraine remains committed to working closely with G7 members to support Ukraine's macroeconomic stability in the face of the challenges posed by the full-scaled Russian invasion, massive destruction of critical infrastructure and disruption of traditional shipping routes for Ukrainian exports. President Zelenskyy noted his country's commitment to uphold our common democratic values and principles, including respect for human rights and the rule of law.
5. Today, we, the G7, reassured President Zelenskyy of our continued readiness to undertake further commitments to help Ukraine secure its free and democratic future, such that Ukraine can defend itself now and deter future acts of aggression. To this end, we will pursue our ongoing military and defence assistance to the Ukrainian Armed Forces, continue supporting Ukraine in defending its networks against cyber incidents, and expand our cooperation, including on information security. We will continue to support Ukraine in increasing its economic and energy security.
6. Together with the international community, we, the G7, have provided and pledged additional support since the start of the war exceeding USD 24 billion for 2022 and beyond, in both financial and material means. In the coming weeks, we will step up our collective short-term financial support to help Ukraine close financing gaps and deliver basic services to its people, while also developing options—working with the Ukrainian authorities and international financial institutions—to support long-term recovery and reconstruction. In this regard, we welcome the establishment of the International Monetary Fund's Multi-Donor Administered Account for Ukraine and the European Union announcement to develop a Ukraine Solidarity Trust Fund. We support the World Bank Group's support package to Ukraine and the European Bank for Reconstruction and Development's Resilience Package.
7. We call on all partners to join our support for the Ukrainian people and for refugees, and to help Ukraine to rebuild its future.
8. We reiterate our condemnation of Russia's unprovoked, unjustifiable and illegal military aggression against Ukraine and the indiscriminate attacks against civilians and civilian infrastructure, which has resulted in terrible humanitarian catastrophe in the heart of Europe. We are appalled by the large-scale loss of human life, assault on human rights, and destruction that Russia's actions have inflicted on Ukraine.
9. Under no circumstances can civilians and those not taking an active part in the hostilities be legitimate targets. We will spare no effort to hold President Putin and the architects and accomplices of this aggression, including the Lukashenko regime in Belarus, accountable for their actions in accordance with international law. To this end, we will continue to work together, along with our allies and partners around the world. We reaffirm our support for all efforts to ensure full accountability. We welcome and support the ongoing work to investigate and gather evidence on this, including by the Prosecutor of the International Criminal Court, the independent investigation commission mandated by the United Nations Human Rights Council and the Organization for Security and Co-operation in Europe's mission of experts.
10. We further condemn Russia's attempts to replace democratically elected Ukrainian local authorities with illegitimate ones. We will not recognise these acts in violation of Ukraine's sovereignty and territorial integrity.
11. We will continue to counter the Russian strategy of disinformation, which deliberately manipulates the global—including the Russian—public in the hope of shrouding the Russian regime's culpability for this war.
12. Our unprecedented package of coordinated sanctions has already significantly hindered Russia's war of aggression by limiting access to financial channels and ability to pursue their objectives. These restrictive measures are already having a significant impact on all Russian economic sectors—financial, trade, defence, technology, and energy—and will intensify pressure on Russia over time. We will continue to impose severe and immediate economic costs on President Putin's regime for this unjustifiable war. We collectively commit to taking the following measures, consistent with our respective legal authorities and processes:
a. First, we commit to phase out our dependency on Russian energy, including by phasing out or banning the import of Russian oil. We will ensure that we do so in a timely and orderly fashion, and in ways that provide time for the world to secure alternative supplies. As we do so, we will work together and with our partners to ensure stable and sustainable global energy supplies and affordable prices for consumers, including by accelerating reduction of our overall reliance on fossil fuels and our transition to clean energy in accordance with our climate objectives.
b. Second, we will take measures to prohibit or otherwise prevent the provision of key services on which Russia depends. This will reinforce Russia's isolation across all sectors of its economy.
c. Third, we will continue to take action against Russian banks connected to the global economy and systemically critical to the Russian financial system. We have already severely impaired Russia's ability to finance its war of aggression by targeting its Central Bank and its largest financial institutions.
d. Fourth, we will continue our efforts to fight off the Russian regime's attempts to spread its propaganda. Respectable private companies should not provide revenue to the Russian regime or to its affiliates feeding the Russian war machine.
e. Fifth, we will continue and elevate our campaign against the financial elites and family members, who support President Putin in his war effort and squander the resources of the Russian people. Consistent with our national authorities, we will impose sanctions on additional individuals.

13. We continue to work with our international partners and invite them to stand with us and to follow suit with similar actions, including to prevent sanctions evasion, circumvention and backfilling.
14. President Putin's war is causing global economic disruptions, impacting the security of global energy supply, fertiliser and food provision, and the functioning of global supply chains in general. The most vulnerable countries are affected most severely. Together with partners globally, we are stepping up our efforts to counter these adverse and harmful impacts of this war.
15. President Putin's war against Ukraine is placing global food security under severe strain. Together with the United Nations, we call on Russia to end its blockade and all other activities that further impede Ukrainian food production and exports, in line with its international commitments. Failure to do so will be seen as an attack on feeding the world. We will step up efforts to help Ukraine to keep producing in view of the next harvest season and exporting, including by alternative routes.
16. In support of the United Nations Global Crises Response Group, we will address the causes and consequences of the global food crisis through a Global Alliance for Food Security, as our joint initiative to ensure momentum and coordination, and other efforts. We will closely cooperate with international partners and organisations beyond the G7, and, with the aim of transforming political commitments into concrete actions as planned by various international initiatives such as the Food and Agriculture Resilience Mission (FARM) and key regional outreach initiatives, including towards African and Mediterranean countries. We reiterate that our sanctions packages are carefully targeted so as not to impede the delivery of humanitarian assistance or the trade of agricultural products and reaffirm our commitment to avoid food export restrictions which impact the most vulnerable.
17. The G7 and Ukraine stand united in this difficult time and in their quest to ensure Ukraine's democratic, prosperous future. We remain united in our resolve that President Putin must not win his war against Ukraine. We owe it to the memory of all those who fought for freedom in the Second World War, to continue fighting for it today, for the people of Ukraine, Europe and the global community.",https://www.presidency.ucsb.edu/documents/joint-statement-group-seven-g-7-nations-leaders-statement
